product,rating,price,brand,gender,sentence_vector
  (0, 1827)	0.11361975577478242
  (0, 1853)	0.159601105258665
  (0, 1960)	0.10390451540518696
  (0, 1989)	0.09242383791423191
  (0, 2136)	0.24528169341809464
  (0, 2144)	0.09752461943336081
  (0, 2235)	0.10747307681452938
  (0, 2290)	0.2324559011410738
  (0, 2303)	0.2384091602012139"
New Balance Women's Fresh Foam X Kaiha Road V1,4.0,80.0,New Balance,Women,"  (0, 99)	0.07079410662573749
  (0, 106)	0.03900182105585481
  (0, 111)	0.059350932622176965
  (0, 148)	0.12548796358750403
  (0, 360)	0.025969567266648168
  (0, 385)	0.08221634523547855
  (0, 464)	0.12298659960860162
  (0, 481)	0.19040313549359855
  (0, 581)	0.04894663478615178
  (0, 594)	0.15054633208861457
  (0, 707)	0.033336353624716514
  (0, 708)	0.05464103576398133
  (0, 730)	0.1296465560254039
  (0, 732)	0.06509497467056415
  (0, 751)	0.11892619156199767
  (0, 766)	0.04550649890895943
  (0, 898)	0.15054633208861457
  (0, 916)	0.09204212013966659
  (0, 968)	0.12197192378014748
  (0, 969)	0.08526207745362836
  (0, 1035)	0.08592325736978432
  (0, 1050)	0.06640627497217011
  (0, 1051)	0.15054633208861457
  (0, 1052)	0.30109266417722913
  (0, 1096)	0.15054633208861457
  :	:
  (0, 1697)	0.03415348375133426
  (0, 1700)	0.20623224259737846
  (0, 1718)	0.04428528166848857
  (0, 1769)	0.13473626182530613
  (0, 1773)	0.1353032287337656
  (0, 1800)	0.03799537352850351
  (0, 1848)	0.07758744520837196
  (0, 1852)	0.09118129684859137
  (0, 1853)	0.16330625743916416
  (0, 1883)	0.14129803385081247
  (0, 1960)	0.0531583334412085
  (0, 1989)	0.09456946456276306
  (0, 2029)	0.21935578664839114
  (0, 2040)	0.11892619156199767
  (0, 2068)	0.11166254539015648
  (0, 2137)	0.2592931120508078
  (0, 2144)	0.049894330562526804
  (0, 2180)	0.14129803385081247
  (0, 2202)	0.04655672016545885
  (0, 2265)	0.09632906307716066
  (0, 2279)	0.0827938219018645
  (0, 2290)	0.11892619156199767
  (0, 2357)	0.13473626182530613
  (0, 2362)	0.08110348501572849
  (0, 2371)	0.10458818752429334"
New Balance Women's Fresh Foam X More V6,4.2,160.0,New Balance,Women,"  (0, 360)	0.06242517537355855
  (0, 369)	0.189967276083515
  (0, 464)	0.07390824007899896
  (0, 636)	0.40088495311140965
  (0, 708)	0.13134513198223446
  (0, 829)	0.08661124799193452
  (0, 903)	0.3016456937378816
  (0, 911)	0.20044247655570482
  (0, 1115)	0.3618805460246205
  (0, 1116)	0.12973242379677613
  (0, 1230)	0.21917994967408916
  (0, 1314)	0.08752355066021328
  (0, 1354)	0.18117598916440386
  (0, 1427)	0.12231191140918343
  (0, 1557)	0.08958570612766703
  (0, 1697)	0.08209752557306284
  (0, 1773)	0.13009578011969966
  (0, 1800)	0.09133259062605964
  (0, 1853)	0.19627631172221482
  (0, 1981)	0.343721486952388
  (0, 2144)	0.11993508800249025
  (0, 2195)	0.3063367556534292
  (0, 2290)	0.2858726250052499"
New Balance Women's Fresh Foam X Vongo V6,4.4,100.0,New Balance,Women,"  (0, 99)	0.12904049293912043
  (0, 106)	0.07109086411920582
  (0, 111)	0.10818236103254811
  (0, 227)	0.15091306465680038
  (0, 348)	0.09435715776842919
  (0, 360)	0.04733622502251636
  (0, 456)	0.12600443807494516
  (0, 464)	0.11208737700653809
  (0, 528)	0.22873413411181986
  (0, 581)	0.08921784851254669
  (0, 644)	0.11901406525084388
  (0, 660)	0.1854351918799226
  (0, 668)	0.18305880352635182
  (0, 683)	0.1468536986537151
  (0, 694)	0.22232524597748032
  (0, 707)	0.06076409053747898
  (0, 732)	0.059326178545880126
  (0, 762)	0.18305880352635182
  (0, 829)	0.06567621956835952
  (0, 906)	0.17664991539201227
  (0, 1026)	0.12263160480478089
  (0, 1116)	0.09837446461002358
  (0, 1138)	0.12600443807494516
  (0, 1191)	0.22232524597748032
  (0, 1205)	0.09381367973419667
  (0, 1231)	0.13673717586755352
  (0, 1264)	0.10895229928794678
  (0, 1289)	0.14058316498179124
  (0, 1385)	0.1854351918799226
  (0, 1400)	0.15424087845576764
  (0, 1404)	0.12209513958621616
  (0, 1427)	0.09274758343492893
  (0, 1441)	0.27440946469728794
  (0, 1557)	0.06793171374663821
  (0, 1595)	0.06513095958793431
  (0, 1638)	0.18795568948553532
  (0, 1697)	0.12450704130386367
  (0, 1718)	0.08072133188515998
  (0, 1773)	0.09864999313777437
  (0, 1853)	0.29766771507406
  (0, 1960)	0.09689475406956893
  (0, 1989)	0.08618860316072602
  (0, 2069)	0.1854351918799226
  (0, 2234)	0.2363142399101238
  (0, 2311)	0.11135155015382757
  (0, 2314)	0.1566172668093384"
New Balance Women's FuelCell Summit Unknown V4,4.1,50.0,New Balance,Women,"  (0, 123)	0.1024634184119426
  (0, 225)	0.0977936061207239
  (0, 227)	0.16894099808242583
  (0, 241)	0.24888401173068253
  (0, 259)	0.06501015236266178
  (0, 348)	0.21125795100472147
  (0, 360)	0.026495483074791083
  (0, 369)	0.08062892443818238
  (0, 456)	0.07052840514373987
  (0, 464)	0.03136930753309766
  (0, 481)	0.06475301137492945
  (0, 581)	0.04993786458698463
  (0, 675)	0.13746483751917277
  (0, 694)	0.12444200586534127
  (0, 707)	0.034011455954188
  (0, 732)	0.09961984244455756
  (0, 829)	0.07352183927476307
  (0, 848)	0.1535950812298841
  (0, 849)	0.11051354612340779
  (0, 857)	0.13746483751917277
  (0, 882)	0.10120521888331438
  (0, 1062)	0.12802924982091335
  (0, 1067)	0.10670622748234386
  (0, 1112)	0.07822772174378011
  (0, 1156)	0.10782328299580572
  :	:
  (0, 1427)	0.10382712292579432
  (0, 1435)	0.11614181518060325
  (0, 1513)	0.18963758568406755
  (0, 1515)	0.06606810829769598
  (0, 1544)	0.07368268735263689
  (0, 1553)	0.14415949353162472
  (0, 1557)	0.07604677267608295
  (0, 1595)	0.03645572152376252
  (0, 1635)	0.12444200586534127
  (0, 1637)	0.04737803126735666
  (0, 1661)	0.05755244364192555
  (0, 1669)	0.1535950812298841
  (0, 1697)	0.034845133974980715
  (0, 1718)	0.045182113312172936
  (0, 1773)	0.1104346289661613
  (0, 1800)	0.07752965352932221
  (0, 1827)	0.05930590209961288
  (0, 1854)	0.09675916814889374
  (0, 1907)	0.18272981509436742
  (0, 1960)	0.05423485534102343
  (0, 1965)	0.06255830542061108
  (0, 2064)	0.04749955124380901
  (0, 2239)	0.08633317470123128
  (0, 2269)	0.14415949353162472
  (0, 2287)	0.1322720588913146"
New Balance Womens 840 V5Running,4.5,116.0,New Balance,Women,"  (0, 60)	0.12599702061400483
  (0, 66)	0.0978009913475511
  (0, 106)	0.034778355491816425
  (0, 111)	0.05292388349120574
  (0, 220)	0.25629626125557026
  (0, 252)	0.12599702061400483
  (0, 259)	0.1136392103869453
  (0, 282)	0.11189900598077797
  (0, 348)	0.04616045699719226
  (0, 359)	0.0608008807293108
  (0, 360)	0.023157350552290363
  (0, 427)	0.10150925425003805
  (0, 456)	0.06164262026086577
  (0, 458)	0.057046860471646844
  (0, 464)	0.08225138402753276
  (0, 481)	0.11318972214946191
  (0, 543)	0.10150925425003805
  (0, 554)	0.2684876610181214
  (0, 559)	0.06720935692421255
  (0, 581)	0.04364625596028044
  (0, 650)	0.0978009913475511
  (0, 668)	0.17910836290499052
  (0, 689)	0.10876371437045798
  (0, 707)	0.029726395480378507
  (0, 732)	0.029022954679238207
  :	:
  (0, 1526)	0.0978009913475511
  (0, 1595)	0.06372542222230099
  (0, 1637)	0.04140893281464365
  (0, 1661)	0.0503014837961211
  (0, 1674)	0.10150925425003805
  (0, 1687)	0.09194978660938008
  (0, 1697)	0.03045503945794783
  (0, 1718)	0.07897935159059513
  (0, 1731)	0.12014581587583381
  (0, 1748)	0.12014581587583381
  (0, 1773)	0.12065138654306654
  (0, 1827)	0.05183402623246482
  (0, 1989)	0.0843286382070301
  (0, 1991)	0.07661871956034233
  (0, 2001)	0.12599702061400483
  (0, 2072)	0.1342438305090607
  (0, 2080)	0.07232087520894839
  (0, 2083)	0.06720935692421255
  (0, 2091)	0.2899107896727329
  (0, 2145)	0.09071673419356918
  (0, 2235)	0.14708962129606434
  (0, 2265)	0.08589769167683996
  (0, 2279)	0.14765633463655564
  (0, 2311)	0.3813199755913352
  (0, 2362)	0.07232087520894839"
New Balance Womens Fresh Foam X 860 V14,4.6,140.0,New Balance,Women,"  (0, 83)	0.1516199162334637
  (0, 84)	0.17060112483119746
  (0, 103)	0.10549560906766035
  (0, 106)	0.06169327222500595
  (0, 111)	0.09388159690862154
  (0, 196)	0.167927341637356
  (0, 220)	0.11366088758575539
  (0, 360)	0.0821575782655113
  (0, 456)	0.10934775088233009
  (0, 458)	0.10119533954063412
  (0, 464)	0.14590560576931577
  (0, 481)	0.10039353849382981
  (0, 498)	0.13924661974011177
  (0, 515)	0.10371354007751442
  (0, 581)	0.07742402745850002
  (0, 636)	0.13190085856237363
  (0, 638)	0.23813492797472366
  (0, 660)	0.16092227762995548
  (0, 707)	0.052731607998851786
  (0, 708)	0.17286291782201518
  (0, 746)	0.18386847392312303
  (0, 766)	0.2159472108630625
  (0, 829)	0.05699439643532822
  (0, 837)	0.20507555948362693
  (0, 936)	0.20507555948362693
  :	:
  (0, 1314)	0.0575947357809722
  (0, 1329)	0.21312648113184632
  (0, 1400)	0.13385158023736834
  (0, 1412)	0.10785459039994359
  (0, 1427)	0.080487162224783
  (0, 1493)	0.08408611308993749
  (0, 1595)	0.1130424301326999
  (0, 1637)	0.1469104866261959
  (0, 1661)	0.08922972605435708
  (0, 1697)	0.054024148449014035
  (0, 1718)	0.07005067618823396
  (0, 1773)	0.12841398730444226
  (0, 1813)	0.17662836307634103
  (0, 1833)	0.07345524331309795
  (0, 1965)	0.09699085046389819
  (0, 1989)	0.07479522190884687
  (0, 1991)	0.13591383078707814
  (0, 2064)	0.0736436487659826
  (0, 2087)	0.223505924370362
  (0, 2091)	0.10285446229598144
  (0, 2171)	0.21312648113184632
  (0, 2239)	0.13385158023736834
  (0, 2265)	0.15237378539551352
  (0, 2293)	0.11856054774236695
  (0, 2311)	0.09663184688256721"
New Balance Womens Fresh Foam X Hierro V9,4.3,160.0,New Balance,Women,"  (0, 8)	0.07401348965799809
  (0, 59)	0.11232836681869035
  (0, 106)	0.03251545502901982
  (0, 149)	0.07220109581366141
  (0, 233)	0.08372721822239347
  (0, 259)	0.05312256118233519
  (0, 279)	0.07532544034199407
  (0, 335)	0.1938158531548448
  (0, 358)	0.06248736724926602
  (0, 359)	0.17053436901672045
  (0, 360)	0.02165058640140198
  (0, 389)	0.10808512648868995
  (0, 450)	0.11779885505308532
  (0, 456)	0.0576317602893777
  (0, 458)	0.053335029790269196
  (0, 464)	0.05126639142078267
  (0, 473)	0.07054650986736453
  (0, 503)	0.0969079265774224
  (0, 537)	0.05270461594999861
  (0, 583)	0.1112029759059594
  (0, 630)	0.08172370977863207
  (0, 668)	0.08372721822239347
  (0, 670)	0.0700254980272691
  (0, 686)	0.0782567299879985
  (0, 707)	0.027792207588554465
  :	:
  (0, 1960)	0.04431760757914108
  (0, 1965)	0.05111905273857377
  (0, 1989)	0.07884168197442161
  (0, 1991)	0.1432668391023612
  (0, 1999)	0.09309202428932432
  (0, 2039)	0.09914765846366141
  (0, 2049)	0.089915366818565
  (0, 2065)	0.08719419801302704
  (0, 2083)	0.06283628974673057
  (0, 2091)	0.05420947086615126
  (0, 2120)	0.0680734530589766
  (0, 2123)	0.23477018996399548
  (0, 2148)	0.07465815283769843
  (0, 2170)	0.11779885505308532
  (0, 2178)	0.10168685705205195
  (0, 2193)	0.08481412790620954
  (0, 2195)	0.10624512236467037
  (0, 2202)	0.03881390406542028
  (0, 2208)	0.08269908986074505
  (0, 2215)	0.08079592857638904
  (0, 2222)	0.1255090751737193
  (0, 2235)	0.09167935820720703
  (0, 2263)	0.07991131593429537
  (0, 2311)	0.10185967961698403
  (0, 2333)	0.09914765846366141"
New Balance Womens Fresh Foam X More V5,4.4,103.0,New Balance,Women,"  (0, 23)	0.23889335329980238
  (0, 30)	0.19355026107920031
  (0, 106)	0.061889756379767936
  (0, 111)	0.09418059622493304
  (0, 348)	0.16428950693814268
  (0, 358)	0.11893814594993674
  (0, 360)	0.04120961913852934
  (0, 456)	0.1096960076635376
  (0, 464)	0.0487900980113965
  (0, 481)	0.10071327740284053
  (0, 529)	0.16846216594790164
  (0, 558)	0.16846216594790164
  (0, 559)	0.11960228330690215
  (0, 707)	0.05289955054839117
  (0, 708)	0.08670673061465523
  (0, 724)	0.18445406843583423
  (0, 732)	0.051647743808408704
  (0, 766)	0.1444233143441331
  (0, 849)	0.057295566600771626
  (0, 858)	0.18871716303720504
  (0, 906)	0.1537865710815669
  (0, 927)	0.20572869549853182
  (0, 1026)	0.10675971153060525
  (0, 1116)	0.08564211061628713
  (0, 1182)	0.1504938957452192
  :	:
  (0, 1314)	0.057778166689570976
  (0, 1334)	0.12311907372729958
  (0, 1356)	0.15210280375120733
  (0, 1400)	0.2685557563464738
  (0, 1412)	0.10819809168083924
  (0, 1493)	0.08435391520614621
  (0, 1557)	0.05913948671646192
  (0, 1595)	0.05670122696664159
  (0, 1618)	0.1374272088848726
  (0, 1627)	0.20572869549853182
  (0, 1637)	0.07368918764567561
  (0, 1685)	0.14337407081660297
  (0, 1697)	0.05419620755306069
  (0, 1724)	0.23889335329980238
  (0, 1728)	0.22421775843346764
  (0, 1773)	0.08588197819518699
  (0, 1800)	0.1808780472996168
  (0, 1833)	0.07368918764567561
  (0, 1863)	0.19355026107920031
  (0, 1989)	0.07503343387956868
  (0, 2089)	0.18064060036723312
  (0, 2092)	0.19912966330216897
  (0, 2144)	0.07917445595230334
  (0, 2148)	0.1421039590792995
  (0, 2311)	0.09693960534751885"
New Balance Womens FuelCell 990 V6Sneaker,4.3,170.0,New Balance,Women,"  (0, 66)	0.18617550602248512
  (0, 106)	0.06620462474975644
  (0, 111)	0.10074673736829144
  (0, 119)	0.2398499109970955
  (0, 227)	0.14054046098927647
  (0, 360)	0.08816539378198619
  (0, 397)	0.10773486805892293
  (0, 464)	0.05219167628529054
  (0, 481)	0.10773486805892293
  (0, 537)	0.10731171741055198
  (0, 581)	0.08308569961745675
  (0, 595)	0.2398499109970955
  (0, 655)	0.13250110104787474
  (0, 659)	0.1726898026337636
  (0, 707)	0.056587634179666835
  (0, 732)	0.055248553202013356
  (0, 766)	0.1544923084298187
  (0, 784)	0.25554866807642956
  (0, 795)	0.2398499109970955
  (0, 849)	0.061290134402092904
  (0, 1026)	0.11420285122638688
  (0, 1076)	0.1494291010200219
  (0, 1231)	0.12733891379451084
  (0, 1264)	0.10146375598820409
  (0, 1365)	0.22007181612027985
  (0, 1486)	0.18617550602248512
  (0, 1515)	0.10992290210476195
  (0, 1529)	0.25554866807642956
  (0, 1557)	0.06326261008253864
  (0, 1595)	0.060654358229214805
  (0, 1637)	0.15765339214652874
  (0, 1661)	0.09575469604541156
  (0, 1687)	0.175037060614514
  (0, 1718)	0.15034633642366443
  (0, 1800)	0.0644962050125552
  (0, 1833)	0.07882669607326437
  (0, 1911)	0.2287114655891244
  (0, 1960)	0.09023495371556065
  (0, 1989)	0.1605293225974444
  (0, 2032)	0.2398499109970955
  (0, 2064)	0.07902887877259573
  (0, 2086)	0.2130127085097903
  (0, 2351)	0.133316244817534
  (0, 2362)	0.1376711560127975"
New Balance Womens FuelCell Rebel V3Running,4.3,65.0,New Balance,Women,"  (0, 106)	0.03589056769687135
  (0, 148)	0.11547753746754193
  (0, 167)	0.13002640676943786
  (0, 219)	0.13002640676943786
  (0, 220)	0.0661231546529893
  (0, 233)	0.09241812519614369
  (0, 290)	0.13002640676943786
  (0, 345)	0.13853694973894018
  (0, 352)	0.11930439065991966
  (0, 360)	0.04779584577383073
  (0, 385)	0.07565778275423185
  (0, 387)	0.12398808043704423
  (0, 458)	0.05887121971978786
  (0, 464)	0.14146964037714801
  (0, 498)	0.0810078644250824
  (0, 519)	0.11547753746754193
  (0, 525)	0.13002640676943786
  (0, 537)	0.058175368759342046
  (0, 581)	0.04504206372339903
  (0, 599)	0.13002640676943786
  (0, 636)	0.07673440754192168
  (0, 670)	0.07729416288997863
  (0, 693)	0.20551000112487156
  (0, 707)	0.030677045946682076
  (0, 732)	0.05990221820140605
  :	:
  (0, 1620)	0.12398808043704423
  (0, 1627)	0.11930439065991966
  (0, 1637)	0.04273319095806228
  (0, 1659)	0.10696699449803962
  (0, 1671)	0.08034147253135644
  (0, 1687)	0.09489034183325237
  (0, 1697)	0.1257159678678385
  (0, 1709)	0.11224197919578578
  (0, 1741)	0.11930439065991966
  (0, 1773)	0.19921571081596462
  (0, 1800)	0.10489321951196114
  (0, 1856)	0.13853694973894018
  (0, 1923)	0.18483625039228738
  (0, 1976)	0.06546717684114028
  (0, 2033)	0.1094392111351483
  (0, 2064)	0.08568559475465107
  (0, 2079)	0.12398808043704423
  (0, 2092)	0.11547753746754193
  (0, 2098)	0.10696699449803962
  (0, 2119)	0.12398808043704423
  (0, 2120)	0.07513949514753705
  (0, 2148)	0.08240768847163071
  (0, 2195)	0.1172733936304545
  (0, 2212)	0.13853694973894018
  (0, 2323)	0.13853694973894018"
Nike,4.5,55.0,Nike,Unisex,"  (0, 106)	0.08009529538945655
  (0, 111)	0.12188483386981193
  (0, 116)	0.23871322107813042
  (0, 360)	0.10666374569432052
  (0, 397)	0.13033917363839911
  (0, 464)	0.0631422312979218
  (0, 498)	0.18078144889755046
  (0, 581)	0.2010365190846985
  (0, 583)	0.1369631025526961
  (0, 644)	0.13408849125511077
  (0, 686)	0.1927697428502089
  (0, 707)	0.06846052359850581
  (0, 732)	0.06684048441150095
  (0, 829)	0.07399482720550349
  (0, 849)	0.14829935032335287
  (0, 931)	0.14262869990949484
  (0, 1114)	0.10916752869788539
  (0, 1231)	0.07702821331210256
  (0, 1297)	0.3557058076829253
  (0, 1515)	0.2659725766115641
  (0, 1557)	0.07653600425682626
  (0, 1595)	0.07338050411719534
  (0, 1637)	0.09536565655991051
  (0, 1697)	0.07013860623904056
  (0, 1773)	0.11114508788764697
  (0, 1800)	0.1560568498501628
  (0, 1960)	0.10916752869788539
  (0, 1965)	0.1259215233331674
  (0, 1989)	0.19421065462891207
  (0, 2033)	0.2442303509125858
  (0, 2083)	0.3095691685046415
  (0, 2144)	0.20492895134007408
  (0, 2198)	0.2147854009690817
  (0, 2202)	0.0956102600613546
  (0, 2293)	0.15392508373241393
  (0, 2336)	0.2577058003770745"
Nike Air Max 90 Gore-TEX Men's Winterized,4.4,95.0,Nike,Men,"  (0, 106)	0.13995546693355126
  (0, 348)	0.3715189071793998
  (0, 360)	0.09319008226977142
  (0, 464)	0.11033232877857925
  (0, 732)	0.23358903067627085
  (0, 829)	0.25859148260478
  (0, 959)	0.4084947340302964
  (0, 1116)	0.19366826243309662
  (0, 1156)	0.3792367395081061
  (0, 1205)	0.18468951692496055
  (0, 1557)	0.267472194488028
  (0, 1773)	0.09710534555774844
  (0, 1800)	0.13634389624733007
  (0, 1877)	0.38702048414707846
  (0, 1960)	0.19075517954710766
  (0, 2144)	0.17904252012271454"
Nike Blazer Lolthr,4.4,48.0,Nike,Men,"  (0, 28)	0.1608053294353639
  (0, 111)	0.11107523812244889
  (0, 348)	0.09688033860281972
  (0, 358)	0.14027393553210854
  (0, 360)	0.09720406203025878
  (0, 383)	0.2052621177043051
  (0, 464)	0.05754233856929842
  (0, 650)	0.2052621177043051
  (0, 707)	0.062388967677585415
  (0, 732)	0.12182520969191943
  (0, 766)	0.08516538795791255
  (0, 822)	0.242633459089003
  (0, 849)	0.1351471313335458
  (0, 869)	0.1549485926591983
  (0, 906)	0.18137366599509547
  (0, 920)	0.242633459089003
  (0, 976)	0.2282703890161066
  (0, 984)	0.21754247048120487
  (0, 994)	0.22257030282636078
  (0, 1112)	0.14349714431330823
  (0, 1114)	0.09948579212331499
  (0, 1231)	0.0701968150108599
  (0, 1278)	0.15386784539213666
  (0, 1314)	0.06814273725763094
  (0, 1345)	0.264439193502216
  (0, 1400)	0.158365394683294
  (0, 1404)	0.12536005476024287
  (0, 1493)	0.09948579212331499
  (0, 1557)	0.06974825848183976
  (0, 1595)	0.2006178301986815
  (0, 1628)	0.264439193502216
  (0, 1661)	0.10557141543656898
  (0, 1697)	0.1278364525302549
  (0, 1718)	0.08287988055657046
  (0, 1773)	0.10128796759445381
  (0, 1800)	0.07110832089356169
  (0, 1818)	0.17225677778125398
  (0, 1827)	0.10878787471393705
  (0, 1960)	0.09948579212331499
  (0, 1989)	0.08849335074724984
  (0, 2208)	0.18564595229968603
  (0, 2345)	0.158365394683294"
Nike Downshifter 12,4.6,52.0,Nike,Women,"  (0, 103)	0.17553501598087257
  (0, 106)	0.10265194562726564
  (0, 165)	0.3210274533079304
  (0, 348)	0.13624740603161942
  (0, 360)	0.06835133680557721
  (0, 369)	0.2080012942201883
  (0, 397)	0.16704563857807955
  (0, 464)	0.24277354353193595
  (0, 559)	0.19837543078341288
  (0, 581)	0.12882647929464888
  (0, 707)	0.08774055844200111
  (0, 732)	0.08566427950789092
  (0, 766)	0.11977211640963834
  (0, 829)	0.18966689471746756
  (0, 849)	0.09503190400840675
  (0, 931)	0.1827961739426253
  (0, 958)	0.2080012942201883
  (0, 1026)	0.17707441011683858
  (0, 1231)	0.09872110373314427
  (0, 1241)	0.12847846045418396
  (0, 1292)	0.3451396333142781
  (0, 1314)	0.09583235695850657
  (0, 1513)	0.24460740069353146
  (0, 1557)	0.09809027745385045
  (0, 1595)	0.09404611696745485
  (0, 1637)	0.12222278654814815
  (0, 1718)	0.11655789916608028
  (0, 1773)	0.21366909497812286
  (0, 1911)	0.3546229137122842
  (0, 2202)	0.1225362759386097
  (0, 2265)	0.12676800053978163"
Nike Downshifter 12 PRM Womens,4.4,81.0,Nike,Women,"  (0, 360)	0.06746858520435957
  (0, 369)	0.20531497550120706
  (0, 464)	0.07987938140717392
  (0, 579)	0.29009778562874755
  (0, 668)	0.2609147323693627
  (0, 707)	0.08660739672086729
  (0, 732)	0.08455793274955545
  (0, 766)	0.11822526988866135
  (0, 1089)	0.3670903846101109
  (0, 1205)	0.1337131603010256
  (0, 1231)	0.097446129219591
  (0, 1314)	0.09459469035961893
  (0, 1542)	0.3911173385922754
  (0, 1595)	0.09283151950350958
